Nivel,Accuracy,Tiempo_Promedio,Racha,Accion
5,1.0,0.89,3,MANTENER
1,1.0,0.92,4,SUBIR
5,1.0,1.34,3,MANTENER
4,1.0,1.25,-2,MANTENER
2,0.67,2.32,4,MANTENER
2,0.67,2.13,5,MANTENER
1,1.0,1.34,3,SUBIR
5,0.5,3.82,-2,BAJAR
5,0.67,2.56,3,MANTENER
1,0.5,3.75,0,BAJAR
2,1.0,1.01,-2,MANTENER
3,1.0,1.44,2,MANTENER
4,1.0,1.5,4,MANTENER
1,1.0,1.59,-3,MANTENER
3,0.5,2.58,0,BAJAR
1,0.0,1.95,1,BAJAR
1,1.0,1.43,0,MANTENER
5,0.0,2.38,-3,BAJAR
3,1.0,1.28,5,SUBIR
3,1.0,1.29,-3,MANTENER
2,1.0,1.0,5,SUBIR
2,0.33,1.94,0,BAJAR
2,1.0,0.94,3,SUBIR
2,1.0,0.86,-1,MANTENER
5,1.0,0.91,1,MANTENER
5,0.67,1.27,0,MANTENER
4,1.0,1.35,1,MANTENER
2,1.0,0.95,3,SUBIR
1,0.5,1.44,5,BAJAR
5,0.67,1.53,0,MANTENER
4,0.8,1.97,1,MANTENER
5,1.0,1.45,5,MANTENER
5,1.0,0.91,0,MANTENER
1,0.5,2.34,0,BAJAR
4,1.0,1.0,-1,MANTENER
3,1.0,2.07,2,MANTENER
1,1.0,1.58,-1,MANTENER
2,1.0,1.03,5,SUBIR
3,0.75,2.5,2,MANTENER
4,0.6,2.28,-1,BAJAR
5,1.0,0.81,3,MANTENER
3,0.75,2.33,-3,BAJAR
3,0.75,3.02,3,MANTENER
4,1.0,1.49,-3,MANTENER
2,0.67,2.91,2,MANTENER
5,1.0,2.49,3,MANTENER
4,1.0,0.82,3,MANTENER
4,0.8,1.84,-1,BAJAR
5,1.0,1.24,3,MANTENER
3,1.0,1.04,-2,MANTENER
2,1.0,1.07,0,MANTENER
4,1.0,0.98,1,MANTENER
4,1.0,0.9,-1,MANTENER
5,0.83,2.63,-2,BAJAR
4,0.6,1.95,5,MANTENER
4,1.0,1.22,-3,MANTENER
1,1.0,1.2,5,SUBIR
4,0.4,2.27,3,BAJAR
1,0.0,2.44,-2,BAJAR
5,0.83,1.82,-1,BAJAR
3,1.0,1.55,-3,MANTENER
4,0.8,1.65,5,MANTENER
1,1.0,1.12,1,MANTENER
3,1.0,1.1,2,MANTENER
3,1.0,1.28,1,MANTENER
2,0.33,2.55,-2,BAJAR
4,1.0,1.59,-3,MANTENER
4,1.0,1.37,-1,MANTENER
4,0.6,2.8,-1,BAJAR
3,0.5,1.86,1,BAJAR
2,0.33,2.26,2,BAJAR
1,1.0,1.41,5,SUBIR
2,1.0,1.33,-2,MANTENER
5,0.67,2.47,1,MANTENER
1,1.0,1.26,0,MANTENER
5,1.0,1.43,0,MANTENER
2,1.0,1.03,1,MANTENER
4,1.0,0.8,2,MANTENER
4,1.0,0.87,-3,MANTENER
3,1.0,0.86,-2,MANTENER
3,0.75,2.54,3,MANTENER
3,1.0,1.11,3,MANTENER
4,1.0,1.55,5,MANTENER
4,1.0,1.52,0,MANTENER
1,1.0,1.06,4,SUBIR
2,1.0,1.1,2,MANTENER
4,0.6,3.32,3,MANTENER
3,0.75,2.16,-1,BAJAR
2,1.0,0.99,1,MANTENER
3,0.75,1.86,-3,BAJAR
5,1.0,1.21,5,SUBIR
4,0.8,2.25,0,MANTENER
5,0.67,1.29,-1,BAJAR
2,1.0,1.04,2,MANTENER
5,0.83,2.06,3,MANTENER
4,0.8,2.12,2,MANTENER
3,0.5,2.72,-3,BAJAR
5,0.83,2.38,5,MANTENER
5,1.0,1.93,3,MANTENER
4,1.0,1.27,1,MANTENER
1,0.5,1.55,1,BAJAR
1,1.0,1.07,-3,MANTENER
2,1.0,0.99,5,SUBIR
2,1.0,0.85,4,SUBIR
5,1.0,1.39,0,MANTENER
5,1.0,1.37,3,MANTENER
2,1.0,1.12,1,MANTENER
1,1.0,2.44,-1,MANTENER
2,0.67,2.34,4,MANTENER
2,0.67,2.31,1,MANTENER
1,1.0,0.82,-1,MANTENER
2,0.33,1.87,-2,BAJAR
4,0.4,2.18,-1,BAJAR
5,1.0,0.97,-1,MANTENER
2,1.0,1.39,-3,MANTENER
4,0.6,2.03,5,MANTENER
3,0.75,2.41,2,MANTENER
1,0.5,2.26,-3,BAJAR
5,1.0,1.47,2,MANTENER
5,1.0,1.04,1,MANTENER
2,1.0,1.11,3,SUBIR
1,1.0,1.43,2,SUBIR
4,1.0,1.22,5,SUBIR
2,1.0,1.21,5,SUBIR
5,1.0,0.8,-3,MANTENER
3,1.0,1.87,-3,MANTENER
1,1.0,1.26,-2,MANTENER
2,1.0,0.89,-2,MANTENER
5,0.83,2.4,-1,BAJAR
5,0.83,2.06,4,MANTENER
3,1.0,1.05,-2,MANTENER
2,0.67,1.84,0,MANTENER
5,1.0,1.04,0,MANTENER
1,1.0,2.34,5,MANTENER
1,1.0,1.24,-2,MANTENER
3,0.75,2.68,-3,BAJAR
3,1.0,1.44,4,SUBIR
5,1.0,1.53,1,MANTENER
1,0.5,1.75,3,BAJAR
3,1.0,1.1,-2,MANTENER
5,1.0,1.45,4,MANTENER
3,1.0,1.03,4,SUBIR
2,0.67,2.05,0,MANTENER
5,0.83,3.65,-2,BAJAR
5,1.0,1.21,1,MANTENER
3,1.0,1.12,2,MANTENER
2,1.0,1.18,0,MANTENER
4,1.0,1.41,-3,MANTENER
2,1.0,1.09,4,SUBIR
3,0.5,1.58,-2,BAJAR
3,1.0,1.07,-1,MANTENER
3,1.0,1.54,3,MANTENER
4,1.0,2.46,0,MANTENER
4,0.8,2.98,2,MANTENER
5,1.0,1.48,-1,MANTENER
4,0.8,2.47,5,MANTENER
5,0.5,2.56,-1,BAJAR
1,1.0,2.19,3,MANTENER
5,1.0,1.16,0,MANTENER
3,1.0,0.94,2,MANTENER
5,1.0,1.57,1,MANTENER
5,1.0,1.58,-3,MANTENER
3,0.75,1.89,2,MANTENER
2,0.33,1.99,2,BAJAR
5,0.83,2.93,-2,BAJAR
3,0.75,1.43,0,MANTENER
1,1.0,1.52,2,SUBIR
2,1.0,1.95,1,MANTENER
3,0.75,1.5,5,MANTENER
4,0.2,2.13,0,BAJAR
4,1.0,1.26,3,MANTENER
5,1.0,1.46,4,MANTENER
5,1.0,1.16,3,MANTENER
1,1.0,1.45,2,SUBIR
1,1.0,0.91,1,MANTENER
5,0.83,1.87,0,MANTENER
3,1.0,1.27,-2,MANTENER
3,1.0,0.95,-1,MANTENER
1,1.0,1.03,4,SUBIR
1,0.5,2.25,-3,BAJAR
1,1.0,1.44,5,SUBIR
3,0.0,3.6,-3,BAJAR
2,1.0,1.43,1,MANTENER
2,0.67,1.78,4,MANTENER
1,1.0,1.06,5,SUBIR
5,0.83,2.0,-1,BAJAR
5,1.0,1.21,5,SUBIR
1,1.0,1.33,3,SUBIR
1,0.0,3.15,5,BAJAR
4,1.0,0.89,2,MANTENER
1,1.0,1.15,-1,MANTENER
2,1.0,0.98,5,SUBIR
3,0.75,2.59,3,MANTENER
2,0.67,1.96,3,MANTENER
3,0.5,2.01,2,BAJAR
1,1.0,0.82,-2,MANTENER
2,1.0,1.46,-2,MANTENER
4,1.0,1.36,2,MANTENER
1,0.5,1.76,2,BAJAR
1,0.0,3.12,2,BAJAR
3,1.0,0.94,-1,MANTENER
2,1.0,1.24,1,MANTENER
3,0.0,1.62,5,BAJAR
2,1.0,1.07,3,SUBIR
1,1.0,1.44,1,MANTENER
5,0.67,1.71,5,MANTENER
1,0.0,3.29,-2,BAJAR
2,1.0,1.11,1,MANTENER
5,1.0,1.16,2,MANTENER
5,0.83,1.76,2,MANTENER
5,0.67,2.88,-2,BAJAR
2,1.0,0.82,3,SUBIR
5,1.0,1.54,-3,MANTENER
3,0.75,2.55,3,MANTENER
2,0.67,1.76,0,MANTENER
1,0.0,3.24,-2,BAJAR
2,0.67,2.66,1,MANTENER
5,1.0,1.58,3,MANTENER
1,1.0,1.09,0,MANTENER
1,1.0,1.1,5,SUBIR
2,1.0,0.81,1,MANTENER
4,1.0,1.58,1,MANTENER
5,1.0,1.26,4,MANTENER
3,1.0,1.44,-3,MANTENER
4,1.0,1.19,4,SUBIR
5,1.0,1.34,2,MANTENER
3,1.0,1.12,3,MANTENER
2,0.67,1.37,0,MANTENER
5,1.0,1.04,-2,MANTENER
1,1.0,1.07,-2,MANTENER
1,0.0,3.49,-1,BAJAR
3,0.75,3.9,3,MANTENER
2,1.0,1.44,-1,MANTENER
3,1.0,1.56,2,MANTENER
5,1.0,1.44,-1,MANTENER
1,0.5,1.89,5,BAJAR
1,1.0,1.37,0,MANTENER
2,1.0,1.49,4,SUBIR
1,1.0,1.09,-1,MANTENER
3,1.0,1.14,-3,MANTENER
1,1.0,1.35,2,SUBIR
5,0.83,2.02,-2,BAJAR
1,1.0,0.86,5,SUBIR
2,1.0,1.42,4,SUBIR
1,0.0,1.47,2,BAJAR
1,0.5,2.04,0,BAJAR
1,1.0,0.87,1,MANTENER
3,0.75,2.46,1,MANTENER
1,1.0,1.41,2,SUBIR
2,0.67,3.1,-3,BAJAR
4,0.8,2.37,5,MANTENER
3,1.0,1.0,1,MANTENER
2,1.0,1.08,-1,MANTENER
5,1.0,1.39,3,MANTENER
1,1.0,1.0,3,SUBIR
5,1.0,1.37,4,MANTENER
5,1.0,1.28,3,MANTENER
4,1.0,1.37,0,MANTENER
5,1.0,1.1,-2,MANTENER
4,1.0,1.49,3,MANTENER
4,1.0,1.54,4,MANTENER
4,0.0,2.19,-3,BAJAR
1,0.0,1.99,2,BAJAR
4,1.0,1.3,-2,MANTENER
4,0.8,2.88,2,MANTENER
2,0.67,2.22,-3,BAJAR
1,1.0,1.28,0,MANTENER
3,0.75,2.45,1,MANTENER
2,1.0,1.48,2,MANTENER
3,1.0,1.97,-1,MANTENER
1,1.0,1.03,5,SUBIR
5,1.0,0.97,-2,MANTENER
2,1.0,1.09,5,SUBIR
2,0.33,1.74,-3,BAJAR
2,0.67,1.54,-3,BAJAR
5,1.0,0.87,3,MANTENER
2,1.0,1.87,2,MANTENER
3,0.25,1.98,0,BAJAR
2,0.67,1.88,0,MANTENER
5,1.0,1.53,3,MANTENER
3,1.0,1.03,-2,MANTENER
2,1.0,1.13,1,MANTENER
4,1.0,1.1,2,MANTENER
4,1.0,1.47,5,MANTENER
1,1.0,1.2,5,SUBIR
3,1.0,0.96,-1,MANTENER
4,1.0,1.43,-1,MANTENER
2,1.0,0.99,2,MANTENER
1,1.0,1.25,1,MANTENER
2,1.0,1.29,2,MANTENER
2,1.0,1.58,0,MANTENER
4,1.0,1.12,4,SUBIR
2,1.0,0.84,5,SUBIR
5,0.67,2.23,3,MANTENER
3,1.0,1.13,-2,MANTENER
3,1.0,1.05,5,SUBIR
1,1.0,1.12,-2,MANTENER
5,1.0,1.4,-2,MANTENER
4,1.0,1.35,-2,MANTENER
1,1.0,2.1,-3,MANTENER
3,0.75,1.92,1,MANTENER
5,1.0,0.85,4,SUBIR
1,1.0,0.91,4,SUBIR
3,1.0,1.05,3,MANTENER
1,1.0,1.2,4,SUBIR
2,1.0,1.28,-2,MANTENER
4,1.0,1.51,5,MANTENER
4,1.0,1.45,-1,MANTENER
1,1.0,1.27,4,SUBIR
2,0.0,1.55,-2,BAJAR
2,1.0,0.93,5,SUBIR
3,0.0,2.77,5,BAJAR
1,1.0,1.01,5,SUBIR
5,0.83,2.01,3,MANTENER
5,0.83,1.87,4,MANTENER
1,1.0,0.88,4,SUBIR
4,1.0,0.98,-1,MANTENER
1,1.0,1.43,-2,MANTENER
4,0.8,2.24,-3,BAJAR
3,0.75,1.34,5,MANTENER
2,0.67,2.94,4,MANTENER
3,0.0,2.47,2,BAJAR
1,1.0,1.44,5,SUBIR
4,1.0,1.85,-2,MANTENER
3,1.0,1.42,5,SUBIR
1,1.0,1.57,3,SUBIR
5,1.0,0.87,3,MANTENER
3,0.0,1.91,2,BAJAR
3,1.0,0.96,3,MANTENER
2,1.0,0.98,-3,MANTENER
2,0.67,1.39,-1,BAJAR
3,1.0,1.55,4,SUBIR
4,1.0,1.48,0,MANTENER
3,1.0,0.85,-2,MANTENER
1,1.0,1.0,-2,MANTENER
1,1.0,1.47,3,SUBIR
2,1.0,1.23,5,SUBIR
2,0.33,1.9,0,BAJAR
5,0.83,2.12,-1,BAJAR
5,1.0,0.87,-2,MANTENER
5,0.83,1.49,-1,BAJAR
2,1.0,1.41,-2,MANTENER
3,1.0,0.94,-2,MANTENER
5,1.0,0.93,1,MANTENER
4,1.0,1.22,5,SUBIR
3,1.0,1.45,5,SUBIR
4,1.0,1.25,-2,MANTENER
3,0.5,2.45,4,BAJAR
3,1.0,1.19,5,SUBIR
5,0.67,2.39,4,MANTENER
5,0.67,1.77,3,MANTENER
3,1.0,1.19,4,SUBIR
2,1.0,1.13,-1,MANTENER
4,1.0,1.83,2,MANTENER
4,1.0,1.21,2,MANTENER
3,0.75,2.38,4,MANTENER
4,0.6,2.58,5,MANTENER
2,0.67,1.49,-3,BAJAR
4,1.0,1.44,4,MANTENER
5,1.0,0.99,4,SUBIR
1,1.0,1.56,5,SUBIR
3,1.0,1.45,5,SUBIR
5,0.83,1.96,5,MANTENER
4,1.0,1.05,-3,MANTENER
1,0.5,3.12,-2,BAJAR
2,0.67,1.91,-3,BAJAR
2,1.0,0.8,5,SUBIR
3,0.75,2.26,5,MANTENER
1,0.5,2.56,3,BAJAR
3,1.0,1.55,5,SUBIR
5,1.0,1.87,0,MANTENER
5,0.83,2.73,0,MANTENER
2,1.0,1.12,0,MANTENER
5,1.0,0.85,-3,MANTENER
1,1.0,1.28,1,MANTENER
4,1.0,1.14,5,SUBIR
2,1.0,1.54,-3,MANTENER
4,0.4,2.94,-2,BAJAR
5,0.67,2.86,-3,BAJAR
4,1.0,0.89,4,SUBIR
5,1.0,1.14,-2,MANTENER
2,1.0,1.58,-3,MANTENER
2,1.0,1.15,4,SUBIR
5,1.0,0.93,2,MANTENER
5,1.0,0.93,3,MANTENER
4,1.0,1.13,-2,MANTENER
1,1.0,0.97,5,SUBIR
2,1.0,1.58,0,MANTENER
2,0.33,2.85,1,BAJAR
2,0.67,2.52,0,MANTENER
1,1.0,1.13,-1,MANTENER
4,0.6,1.48,-2,BAJAR
4,0.8,2.06,-2,BAJAR
2,1.0,2.0,3,MANTENER
1,1.0,1.15,-3,MANTENER
3,1.0,1.38,-1,MANTENER
5,1.0,1.37,1,MANTENER
1,1.0,1.22,0,MANTENER
4,1.0,0.81,5,SUBIR
2,0.0,2.25,0,BAJAR
3,1.0,1.34,5,SUBIR
3,0.75,2.45,-1,BAJAR
5,0.83,1.7,-1,BAJAR
2,0.67,2.25,2,MANTENER
1,1.0,1.03,0,MANTENER
2,1.0,1.5,0,MANTENER
2,1.0,1.11,0,MANTENER
5,1.0,1.0,3,MANTENER
1,0.5,1.61,5,BAJAR
5,0.83,2.29,5,MANTENER
3,1.0,1.15,0,MANTENER
5,0.83,2.87,3,MANTENER
4,1.0,0.84,2,MANTENER
1,1.0,1.82,1,MANTENER
5,1.0,0.92,2,MANTENER
2,0.0,4.03,-3,BAJAR
4,0.8,1.61,4,MANTENER
1,1.0,1.2,-1,MANTENER
3,1.0,1.53,-3,MANTENER
1,0.5,2.12,4,BAJAR
3,0.5,2.3,3,BAJAR
2,0.67,2.64,-1,BAJAR
5,1.0,1.45,0,MANTENER
1,0.0,2.17,3,BAJAR
2,1.0,1.58,4,SUBIR
5,1.0,0.88,0,MANTENER
3,0.5,2.29,-2,BAJAR
4,1.0,1.19,3,MANTENER
5,0.83,2.2,5,MANTENER
5,1.0,0.92,3,MANTENER
3,1.0,2.37,2,MANTENER
2,0.67,2.3,5,MANTENER
4,0.8,1.63,1,MANTENER
5,0.83,3.2,4,MANTENER
4,0.8,2.61,-1,BAJAR
4,1.0,1.39,4,SUBIR
2,1.0,1.2,-2,MANTENER
2,0.67,1.86,-3,BAJAR
1,1.0,1.35,-2,MANTENER
4,1.0,1.53,5,MANTENER
2,1.0,1.51,2,MANTENER
1,0.5,2.65,-1,BAJAR
2,1.0,1.09,3,SUBIR
3,1.0,0.87,5,SUBIR
5,0.83,1.41,3,MANTENER
4,1.0,1.17,-2,MANTENER
2,1.0,1.54,0,MANTENER
1,0.5,1.92,0,BAJAR
5,0.5,2.26,1,BAJAR
3,1.0,0.85,3,MANTENER
1,1.0,1.41,2,SUBIR
3,0.75,2.6,3,MANTENER
3,0.75,1.48,3,MANTENER
5,1.0,1.26,-2,MANTENER
5,0.67,2.22,-3,BAJAR
5,1.0,2.58,-1,MANTENER
1,1.0,1.43,5,SUBIR
1,0.5,3.03,4,BAJAR
4,1.0,0.95,4,SUBIR
5,1.0,1.58,-3,MANTENER
4,0.8,2.3,5,MANTENER
5,0.83,2.37,0,MANTENER
1,1.0,1.44,-1,MANTENER
1,1.0,1.22,-3,MANTENER
2,0.67,2.64,1,MANTENER
4,1.0,1.57,-1,MANTENER
1,1.0,1.09,3,SUBIR
2,0.33,3.97,0,BAJAR
5,1.0,1.06,2,MANTENER
4,0.0,1.9,0,BAJAR
1,0.5,2.49,4,BAJAR
3,1.0,1.11,4,SUBIR
1,0.0,1.45,5,BAJAR
4,1.0,1.49,1,MANTENER
5,0.83,2.19,5,MANTENER
2,0.67,2.27,1,MANTENER
4,1.0,1.5,1,MANTENER
1,1.0,1.38,-1,MANTENER
1,1.0,1.25,-2,MANTENER
1,1.0,1.59,-1,MANTENER
5,1.0,1.55,0,MANTENER
2,1.0,1.08,4,SUBIR
3,1.0,1.04,4,SUBIR
5,1.0,1.57,1,MANTENER
3,0.75,2.75,2,MANTENER
4,1.0,1.12,1,MANTENER
4,0.6,2.03,3,MANTENER
1,1.0,1.08,5,SUBIR
5,1.0,0.97,-2,MANTENER
2,1.0,2.07,3,MANTENER
2,1.0,1.5,5,SUBIR
1,1.0,1.54,5,SUBIR
1,1.0,1.29,5,SUBIR
5,1.0,1.97,-2,MANTENER
2,1.0,1.11,1,MANTENER
2,1.0,1.03,3,SUBIR
3,0.75,1.41,3,MANTENER
1,0.5,2.03,4,BAJAR
1,0.0,3.61,-3,BAJAR
1,0.5,2.2,5,BAJAR
2,1.0,1.02,4,SUBIR
5,0.83,1.92,-3,BAJAR
5,0.67,1.66,1,MANTENER
3,1.0,0.83,0,MANTENER
3,0.75,1.49,-3,BAJAR
3,1.0,1.41,4,SUBIR
4,1.0,2.56,-1,MANTENER
3,1.0,1.34,5,SUBIR
5,1.0,0.85,5,SUBIR
1,0.5,1.92,-1,BAJAR
5,0.83,2.33,1,MANTENER
4,1.0,1.02,1,MANTENER
2,0.67,2.04,1,MANTENER
4,1.0,1.48,2,MANTENER
2,1.0,1.06,1,MANTENER
1,0.5,1.94,5,BAJAR
2,0.67,1.79,0,MANTENER
2,1.0,2.36,-3,MANTENER
2,1.0,0.9,1,MANTENER
5,1.0,1.48,0,MANTENER
4,0.6,2.28,5,MANTENER
1,1.0,1.03,-3,MANTENER
1,0.5,1.88,0,BAJAR
4,1.0,1.5,1,MANTENER
4,0.8,1.92,3,MANTENER
5,0.67,2.76,-2,BAJAR
1,0.0,2.2,-1,BAJAR
2,0.33,2.52,0,BAJAR
1,0.5,3.25,0,BAJAR
1,0.0,2.76,5,BAJAR
1,1.0,1.21,0,MANTENER
4,1.0,1.3,-2,MANTENER
5,0.83,3.3,-1,BAJAR
2,0.67,1.94,0,MANTENER
4,1.0,1.28,1,MANTENER
1,1.0,1.82,3,SUBIR
3,0.75,2.18,3,MANTENER
5,1.0,1.49,3,MANTENER
4,1.0,0.85,2,MANTENER
4,0.2,3.03,-2,BAJAR
4,0.8,2.43,-3,BAJAR
2,0.67,2.33,-3,BAJAR
1,0.5,1.71,5,BAJAR
1,0.0,2.48,1,BAJAR
4,0.8,2.58,4,MANTENER
2,0.33,3.01,0,BAJAR
4,0.4,2.05,1,BAJAR
3,1.0,1.47,5,SUBIR
4,0.8,2.75,0,MANTENER
2,0.0,2.45,5,BAJAR
1,1.0,1.23,1,MANTENER
3,1.0,0.95,3,MANTENER
3,0.75,1.51,3,MANTENER
2,1.0,1.33,5,SUBIR
1,0.5,1.88,4,BAJAR
3,1.0,1.4,0,MANTENER
1,0.5,1.48,2,BAJAR
5,1.0,2.29,-2,MANTENER
5,1.0,1.48,-2,MANTENER
3,1.0,1.35,-2,MANTENER
5,0.83,2.88,3,MANTENER
3,1.0,1.18,-3,MANTENER
1,0.5,1.42,2,BAJAR
1,1.0,1.12,5,SUBIR
5,0.83,2.39,2,MANTENER
3,1.0,1.06,5,SUBIR
1,0.0,2.4,5,BAJAR
3,1.0,2.45,0,MANTENER
1,1.0,1.01,4,SUBIR
2,1.0,1.55,3,SUBIR
5,1.0,1.04,0,MANTENER
3,1.0,1.07,5,SUBIR
3,1.0,1.25,-1,MANTENER
2,0.33,3.19,3,BAJAR
5,0.0,3.5,-3,BAJAR
4,1.0,1.24,0,MANTENER
4,1.0,2.04,4,MANTENER
1,1.0,1.23,-3,MANTENER
2,0.67,1.89,2,MANTENER
3,1.0,1.29,-2,MANTENER
1,1.0,1.08,4,SUBIR
3,1.0,1.17,-1,MANTENER
5,0.67,1.68,5,MANTENER
2,1.0,1.11,0,MANTENER
1,1.0,1.49,3,SUBIR
5,1.0,1.5,2,MANTENER
4,0.8,2.34,-2,BAJAR
4,1.0,1.11,-2,MANTENER
5,0.83,2.34,0,MANTENER
4,1.0,1.07,5,SUBIR
2,1.0,1.27,4,SUBIR
2,0.0,2.53,5,BAJAR
2,0.67,2.68,-2,BAJAR
5,1.0,1.31,-3,MANTENER
5,0.83,2.21,1,MANTENER
2,0.0,2.55,1,BAJAR
5,0.67,1.75,2,MANTENER
1,0.0,2.79,-1,BAJAR
5,0.0,2.4,-2,BAJAR
4,1.0,1.34,1,MANTENER
5,1.0,1.39,4,MANTENER
5,0.83,2.56,4,MANTENER
4,1.0,2.14,0,MANTENER
5,0.33,3.48,-1,BAJAR
1,0.5,1.87,1,BAJAR
5,0.83,2.51,0,MANTENER
1,1.0,1.43,1,MANTENER
4,1.0,1.47,5,MANTENER
2,1.0,1.34,1,MANTENER
4,1.0,1.37,-3,MANTENER
2,1.0,0.94,5,SUBIR
3,1.0,1.27,3,MANTENER
1,1.0,1.5,-2,MANTENER
3,0.75,2.63,2,MANTENER
2,0.33,2.35,-1,BAJAR
3,0.75,2.77,-3,BAJAR
2,1.0,0.82,4,SUBIR
1,0.0,2.71,-3,BAJAR
1,1.0,1.12,0,MANTENER
1,1.0,2.55,1,MANTENER
5,1.0,1.32,3,MANTENER
4,0.2,1.96,3,BAJAR
3,1.0,0.96,2,MANTENER
3,0.75,1.5,1,MANTENER
4,0.8,1.62,1,MANTENER
4,1.0,2.51,1,MANTENER
1,1.0,2.16,5,MANTENER
1,1.0,1.54,3,SUBIR
5,1.0,0.95,2,MANTENER
3,1.0,1.02,3,MANTENER
2,0.67,1.94,-3,BAJAR
2,1.0,1.16,1,MANTENER
5,1.0,2.27,-2,MANTENER
3,1.0,1.49,1,MANTENER
2,1.0,2.31,4,MANTENER
2,0.67,1.72,-1,BAJAR
3,0.75,2.01,-2,BAJAR
1,1.0,1.33,2,SUBIR
5,0.67,2.36,0,MANTENER
4,0.0,1.6,4,BAJAR
2,0.0,1.52,2,BAJAR
4,0.8,2.78,-3,BAJAR
1,1.0,1.16,3,SUBIR
4,0.2,2.03,3,BAJAR
3,1.0,1.38,4,SUBIR
2,0.0,1.92,-2,BAJAR
2,0.33,1.83,1,BAJAR
5,1.0,1.12,3,MANTENER
4,0.8,2.2,1,MANTENER
1,1.0,1.85,2,SUBIR
5,0.67,2.36,-3,BAJAR
5,0.67,1.49,-2,BAJAR
2,0.0,2.82,-2,BAJAR
3,1.0,0.94,4,SUBIR
3,0.5,1.37,-3,BAJAR
5,1.0,1.17,-3,MANTENER
2,1.0,1.6,-1,MANTENER
2,0.0,2.36,5,BAJAR
2,0.67,2.84,5,MANTENER
5,0.83,2.6,0,MANTENER
1,1.0,0.91,0,MANTENER
3,0.75,2.0,-2,BAJAR
5,1.0,0.91,1,MANTENER
1,1.0,1.13,1,MANTENER
1,1.0,1.33,0,MANTENER
4,1.0,1.25,-2,MANTENER
1,1.0,1.02,2,SUBIR
1,1.0,1.52,2,SUBIR
5,1.0,1.52,4,MANTENER
2,0.67,2.06,-3,BAJAR
1,1.0,1.52,-2,MANTENER
5,1.0,1.04,2,MANTENER
4,1.0,0.99,-1,MANTENER
4,0.6,3.48,5,MANTENER
2,0.67,1.51,3,MANTENER
3,0.75,2.23,4,MANTENER
2,0.67,2.17,-2,BAJAR
4,1.0,1.37,0,MANTENER
4,0.8,2.63,4,MANTENER
2,1.0,0.98,2,MANTENER
2,0.67,2.74,5,MANTENER
5,0.33,2.27,1,BAJAR
2,1.0,1.2,-3,MANTENER
3,1.0,1.16,-1,MANTENER
5,1.0,0.87,-1,MANTENER
5,0.83,1.28,-3,BAJAR
1,1.0,0.95,-1,MANTENER
4,1.0,1.4,1,MANTENER
4,1.0,1.42,1,MANTENER
3,1.0,1.35,-2,MANTENER
5,1.0,1.45,2,MANTENER
2,1.0,1.48,-1,MANTENER
5,1.0,2.39,1,MANTENER
4,0.8,1.84,1,MANTENER
1,1.0,0.89,-3,MANTENER
5,0.83,2.7,-3,BAJAR
4,0.8,2.53,0,MANTENER
4,1.0,1.11,3,MANTENER
4,1.0,1.05,5,SUBIR
3,1.0,1.02,0,MANTENER
2,1.0,1.2,-1,MANTENER
4,0.4,2.08,-3,BAJAR
4,1.0,1.25,4,SUBIR
2,1.0,1.03,2,MANTENER
2,1.0,0.97,-1,MANTENER
3,1.0,0.96,3,MANTENER
1,1.0,0.86,3,SUBIR
2,0.67,2.24,3,MANTENER
4,1.0,1.09,-1,MANTENER
2,0.0,1.83,4,BAJAR
5,1.0,0.92,-2,MANTENER
3,1.0,0.94,-3,MANTENER
4,0.6,2.05,4,MANTENER
3,1.0,1.02,5,SUBIR
3,1.0,1.84,5,MANTENER
4,1.0,1.16,0,MANTENER
4,0.8,1.91,5,MANTENER
2,1.0,0.96,5,SUBIR
5,0.67,2.61,2,MANTENER
1,1.0,1.49,-2,MANTENER
3,0.75,2.62,-1,BAJAR
2,1.0,1.54,2,MANTENER
3,1.0,1.84,3,MANTENER
3,0.0,2.05,-3,BAJAR
2,1.0,1.19,4,SUBIR
5,0.33,1.93,4,BAJAR
3,1.0,1.3,-2,MANTENER
1,1.0,1.17,4,SUBIR
5,1.0,1.48,5,MANTENER
4,1.0,2.11,1,MANTENER
3,0.75,2.3,-1,BAJAR
4,0.8,3.03,0,MANTENER
3,1.0,1.83,-2,MANTENER
2,1.0,0.95,1,MANTENER
3,1.0,0.9,-2,MANTENER
1,0.5,1.69,4,BAJAR
1,0.5,1.84,1,BAJAR
5,0.0,2.16,4,BAJAR
4,1.0,1.24,4,SUBIR
3,0.75,2.32,0,MANTENER
4,0.6,1.91,3,MANTENER
4,1.0,1.58,-2,MANTENER
3,0.75,2.09,-3,BAJAR
3,1.0,1.51,4,SUBIR
4,1.0,1.19,3,MANTENER
3,0.75,2.59,-1,BAJAR
3,1.0,1.19,2,MANTENER
3,1.0,0.9,2,MANTENER
1,1.0,1.12,1,MANTENER
3,0.75,1.54,4,MANTENER
3,0.75,1.92,2,MANTENER
2,1.0,0.87,-1,MANTENER
5,1.0,1.37,-1,MANTENER
5,1.0,0.97,4,SUBIR
2,1.0,1.17,3,SUBIR
5,1.0,1.34,2,MANTENER
3,0.5,2.31,-3,BAJAR
4,1.0,0.86,5,SUBIR
3,0.5,1.79,1,BAJAR
4,0.2,2.3,0,BAJAR
5,0.67,1.82,2,MANTENER
5,0.83,2.69,4,MANTENER
5,0.83,1.56,0,MANTENER
